"COMMUNITY AREA","YEAR","VALUE","GI_VAR"
"40. Washington Park","2013 - 2017",27550.5006105006,"Median Family Income"
"41. Hyde Park","1970",70949.64,"Median Family Income"
"41. Hyde Park","1980",65770.01,"Median Family Income"
"41. Hyde Park","1990",78735,"Median Family Income"
"41. Hyde Park","2000",81765.58,"Median Family Income"
"41. Hyde Park","2010",110600.600888876,"Median Family Income"
"41. Hyde Park","2008 - 2012",92009.3260784185,"Median Family Income"
"41. Hyde Park","2013 - 2017",106941.327729209,"Median Family Income"
"42. Woodlawn","1970",41715.41,"Median Family Income"
"42. Woodlawn","1980",31363.804,"Median Family Income"
"42. Woodlawn","1990",33213.75,"Median Family Income"
"42. Woodlawn","2000",34856.385,"Median Family Income"
"42. Woodlawn","2010",46546.8836363432,"Median Family Income"
"42. Woodlawn","2008 - 2012",39948.308089687,"Median Family Income"
"42. Woodlawn","2013 - 2017",37907.469076473,"Median Family Income"
"43. South Shore","1970",66008.91,"Median Family Income"
"43. South Shore","1980",47491.806,"Median Family Income"
"43. South Shore","1990",44418.75,"Median Family Income"
"43. South Shore","2000",44285.183,"Median Family Income"
"43. South Shore","2010",42472.869,"Median Family Income"
"43. South Shore","2008 - 2012",43595.6959640273,"Median Family Income"
"43. South Shore","2013 - 2017",33480.460086017,"Median Family Income"
"44. Chatham","1970",67971.32,"Median Family Income"
"44. Chatham","1980",55902.278,"Median Family Income"
"44. Chatham","1990",54858.75,"Median Family Income"
"44. Chatham","2000",54480.978,"Median Family Income"
"44. Chatham","2010",51928.3504,"Median Family Income"
"44. Chatham","2008 - 2012",43427.0809791883,"Median Family Income"
"44. Chatham","2013 - 2017",42393.9820944929,"Median Family Income"
"45. Avalon Park","1970",78458.54,"Median Family Income"
"45. Avalon Park","1980",71997.566,"Median Family Income"
"45. Avalon Park","1990",74499.375,"Median Family Income"
"45. Avalon Park","2000",75056.135,"Median Family Income"
"45. Avalon Park","2010",59566.38,"Median Family Income"
"45. Avalon Park","2008 - 2012",56879.13998191,"Median Family Income"
"45. Avalon Park","2013 - 2017",60322.3373605948,"Median Family Income"
"46. South Chicago","1970",62910.7,"Median Family Income"
"46. South Chicago","1980",59524.61,"Median Family Income"
"46. South Chicago","1990",49153.125,"Median Family Income"
"46. South Chicago","2000",43395.808,"Median Family Income"
"46. South Chicago","2010",41881.5888,"Median Family Income"
"46. South Chicago","2008 - 2012",43588.1700212352,"Median Family Income"
"46. South Chicago","2013 - 2017",36054.6585404716,"Median Family Income"
"47. Burnside","1970",61459.4,"Median Family Income"
"47. Burnside","1980",61338.75,"Median Family Income"
"47. Burnside","1990",56585.625,"Median Family Income"
"47. Burnside","2000",49483.402,"Median Family Income"
"47. Burnside","2010",38662.228,"Median Family Income"
"47. Burnside","2008 - 2012",33034.32,"Median Family Income"
"47. Burnside","2013 - 2017",48269,"Median Family Income"
"48. Calumet Heights","1970",84042.89,"Median Family Income"
"48. Calumet Heights","1980",78959.7,"Median Family Income"
"48. Calumet Heights","1990",79601.25,"Median Family Income"
"48. Calumet Heights","2000",77839.523,"Median Family Income"
"48. Calumet Heights","2010",61705.1272,"Median Family Income"
"48. Calumet Heights","2008 - 2012",65684.8123404199,"Median Family Income"
"48. Calumet Heights","2013 - 2017",59686.9238960225,"Median Family Income"
"49. Roseland","1970",70627.83,"Median Family Income"
"49. Roseland","1980",60042.086,"Median Family Income"
"49. Roseland","1990",58323.75,"Median Family Income"
"49. Roseland","2000",60336.623,"Median Family Income"
"49. Roseland","2010",53073.2728571268,"Median Family Income"
"49. Roseland","2008 - 2012",47749.4986412169,"Median Family Income"
"49. Roseland","2013 - 2017",48445.5868982524,"Median Family Income"
"50. Pullman","1970",66564.19,"Median Family Income"
"50. Pullman","1980",63607.912,"Median Family Income"
"50. Pullman","1990",59510.625,"Median Family Income"
"50. Pullman","2000",52653.846,"Median Family Income"
"50. Pullman","2010",44781.6586666292,"Median Family Income"
"50. Pullman","2008 - 2012",47071.962285558,"Median Family Income"
"50. Pullman","2013 - 2017",45412.9526479751,"Median Family Income"
"51. South Deering","1970",70369.12,"Median Family Income"
"51. South Deering","1980",63854.754,"Median Family Income"
"51. South Deering","1990",58912.5,"Median Family Income"
"51. South Deering","2000",54418.366,"Median Family Income"
"51. South Deering","2010",46979.547,"Median Family Income"
"51. South Deering","2008 - 2012",41302.8348513444,"Median Family Income"
"51. South Deering","2013 - 2017",40219.1876867902,"Median Family Income"
"52. East Side","1970",72621.79,"Median Family Income"
"52. East Side","1980",73106.868,"Median Family Income"
"52. East Side","1990",59636.25,"Median Family Income"
"52. East Side","2000",62695.957,"Median Family Income"
"52. East Side","2010",49485.4113333708,"Median Family Income"
"52. East Side","2008 - 2012",51773.4363666667,"Median Family Income"
"52. East Side","2013 - 2017",51096.9519248826,"Median Family Income"
"53. West Pullman","1970",72609.17,"Median Family Income"
"53. West Pullman","1980",63188.578,"Median Family Income"
"53. West Pullman","1990",61996.875,"Median Family Income"
"53. West Pullman","2000",60343.738,"Median Family Income"
"53. West Pullman","2010",50593.6285,"Median Family Income"
"53. West Pullman","2008 - 2012",47395.9442658375,"Median Family Income"
"53. West Pullman","2013 - 2017",46379.4022199503,"Median Family Income"
"54. Riverdale","1970",39582.63,"Median Family Income"
"54. Riverdale","1980",28056.716,"Median Family Income"
"54. Riverdale","1990",12504.375,"Median Family Income"
"54. Riverdale","2000",19664.437,"Median Family Income"
"54. Riverdale","2010",19880.188,"Median Family Income"
"54. Riverdale","2008 - 2012",19421.1108148364,"Median Family Income"
"54. Riverdale","2013 - 2017",17556.4559164733,"Median Family Income"
"55. Hegewisch","1970",72142.23,"Median Family Income"
"55. Hegewisch","1980",76375.294,"Median Family Income"
"55. Hegewisch","1990",68994.375,"Median Family Income"
"55. Hegewisch","2000",78255.039,"Median Family Income"
"55. Hegewisch","2010",66489.658,"Median Family Income"
"55. Hegewisch","2008 - 2012",55747.2045886076,"Median Family Income"
"55. Hegewisch","2013 - 2017",76838.9220324135,"Median Family Income"
"56. Garfield Ridge","1970",78584.74,"Median Family Income"
"56. Garfield Ridge","1980",73389.398,"Median Family Income"
"56. Garfield Ridge","1990",71512.5,"Median Family Income"
"56. Garfield Ridge","2000",77167.867,"Median Family Income"
"56. Garfield Ridge","2010",74011.8032,"Median Family Income"
"56. Garfield Ridge","2008 - 2012",81289.365343658,"Median Family Income"
"56. Garfield Ridge","2013 - 2017",83303.3971751412,"Median Family Income"
"57. Archer Heights","1970",76533.99,"Median Family Income"
"57. Archer Heights","1980",69086.02,"Median Family Income"
"57. Archer Heights","1990",70770,"Median Family Income"
"57. Archer Heights","2000",64874.57,"Median Family Income"
"57. Archer Heights","2010",55511.8872,"Median Family Income"
"57. Archer Heights","2008 - 2012",51412.0693766321,"Median Family Income"
"57. Archer Heights","2013 - 2017",55620.0082502578,"Median Family Income"
"58. Brighton Park","1970",67050.06,"Median Family Income"
"58. Brighton Park","1980",60990.792,"Median Family Income"
"58. Brighton Park","1990",57519.375,"Median Family Income"
"58. Brighton Park","2000",54872.303,"Median Family Income"
"58. Brighton Park","2010",44279.98,"Median Family Income"
"58. Brighton Park","2008 - 2012",40214.2260929662,"Median Family Income"
"58. Brighton Park","2013 - 2017",43525.2168845647,"Median Family Income"
"59. McKinley Park","1970",67277.22,"Median Family Income"
"59. McKinley Park","1980",59447.286,"Median Family Income"
"59. McKinley Park","1990",59244.375,"Median Family Income"
"59. McKinley Park","2000",57422.319,"Median Family Income"
"59. McKinley Park","2010",56048.26,"Median Family Income"
"59. McKinley Park","2008 - 2012",47507.3886550532,"Median Family Income"
"59. McKinley Park","2013 - 2017",50781.9685997171,"Median Family Income"
"60. Bridgeport","1970",61983.13,"Median Family Income"
"60. Bridgeport","1980",56503.026,"Median Family Income"
"60. Bridgeport","1990",56765.625,"Median Family Income"
"60. Bridgeport","2000",61665.705,"Median Family Income"
"60. Bridgeport","2010",57735.2716,"Median Family Income"
"60. Bridgeport","2008 - 2012",60421.999521716,"Median Family Income"
"60. Bridgeport","2013 - 2017",58222.2338334883,"Median Family Income"
"61. New City","1970",61888.48,"Median Family Income"
"61. New City","1980",45879.898,"Median Family Income"
"61. New City","1990",39097.5,"Median Family Income"
"61. New City","2000",38892.013,"Median Family Income"
"61. New City","2010",40617.988,"Median Family Income"
"61. New City","2008 - 2012",39933.3051678431,"Median Family Income"
"61. New City","2013 - 2017",39442.9817692402,"Median Family Income"
"62. West Elsdon","1970",76281.59,"Median Family Income"
"62. West Elsdon","1980",70067.44,"Median Family Income"
"62. West Elsdon","1990",70173.75,"Median Family Income"
"62. West Elsdon","2000",73826.663,"Median Family Income"
"62. West Elsdon","2010",62152.704,"Median Family Income"
"62. West Elsdon","2008 - 2012",54719.6677074847,"Median Family Income"
"62. West Elsdon","2013 - 2017",60772.7912250431,"Median Family Income"
"63. Gage Park","1970",72432.49,"Median Family Income"
"63. Gage Park","1980",65029.484,"Median Family Income"
"63. Gage Park","1990",64899.375,"Median Family Income"
"63. Gage Park","2000",57076.53,"Median Family Income"
"63. Gage Park","2010",45266.571,"Median Family Income"
"63. Gage Park","2008 - 2012",42663.8411031338,"Median Family Income"
"63. Gage Park","2013 - 2017",43089.473623263,"Median Family Income"
"64. Clearing","1970",77486.8,"Median Family Income"
"64. Clearing","1980",74873.424,"Median Family Income"
"64. Clearing","1990",74105.625,"Median Family Income"
"64. Clearing","2000",76894.651,"Median Family Income"
"64. Clearing","2010",69519.8817142536,"Median Family Income"
"64. Clearing","2008 - 2012",66200.6572673097,"Median Family Income"
"64. Clearing","2013 - 2017",68143.2498377677,"Median Family Income"
"65. West Lawn","1970",78666.77,"Median Family Income"
"65. West Lawn","1980",76529.942,"Median Family Income"
"65. West Lawn","1990",76288.125,"Median Family Income"
"65. West Lawn","2000",75622.489,"Median Family Income"
"65. West Lawn","2010",58486.0286666292,"Median Family Income"
"65. West Lawn","2008 - 2012",55560.3961975684,"Median Family Income"
"65. West Lawn","2013 - 2017",53941.9665337511,"Median Family Income"
"66. Chicago Lawn","1970",73082.42,"Median Family Income"
"66. Chicago Lawn","1980",62626.492,"Median Family Income"
"66. Chicago Lawn","1990",57684.375,"Median Family Income"
"66. Chicago Lawn","2000",55045.909,"Median Family Income"
"66. Chicago Lawn","2010",48167.7938181716,"Median Family Income"
"66. Chicago Lawn","2008 - 2012",42652.7199138999,"Median Family Income"
"66. Chicago Lawn","2013 - 2017",40381.6578143796,"Median Family Income"
"67. West Englewood","1970",60916.74,"Median Family Income"
"67. West Englewood","1980",41365.366,"Median Family Income"
"67. West Englewood","1990",44266.875,"Median Family Income"
"67. West Englewood","2000",41284.076,"Median Family Income"
"67. West Englewood","2010",33738.2206315612,"Median Family Income"
"67. West Englewood","2008 - 2012",32209.3108705171,"Median Family Income"
"67. West Englewood","2013 - 2017",34197.3718031726,"Median Family Income"
"68. Englewood","1970",47381.79,"Median Family Income"
"68. Englewood","1980",31515.478,"Median Family Income"
"68. Englewood","1990",29278.125,"Median Family Income"
"68. Englewood","2000",30432.278,"Median Family Income"
"68. Englewood","2010",31480.1745454852,"Median Family Income"
"68. Englewood","2008 - 2012",26708.3239685393,"Median Family Income"
"68. Englewood","2013 - 2017",27769.1567416849,"Median Family Income"
"69. Greater Grand Crossing","1970",54688.77,"Median Family Income"
"69. Greater Grand Crossing","1980",41891.764,"Median Family Income"
"69. Greater Grand Crossing","1990",42995.625,"Median Family Income"
"69. Greater Grand Crossing","2000",45466.273,"Median Family Income"
"69. Greater Grand Crossing","2010",39057.314,"Median Family Income"
"69. Greater Grand Crossing","2008 - 2012",36447.1178657756,"Median Family Income"
"69. Greater Grand Crossing","2013 - 2017",35928.2346596706,"Median Family Income"
"70. Ashburn","1970",87380.88,"Median Family Income"
"70. Ashburn","1980",81163.434,"Median Family Income"
"70. Ashburn","1990",80829.375,"Median Family Income"
"70. Ashburn","2000",82506.963,"Median Family Income"
"70. Ashburn","2010",76810.0855,"Median Family Income"
"70. Ashburn","2008 - 2012",78074.9108698466,"Median Family Income"
"70. Ashburn","2013 - 2017",72359.7659095359,"Median Family Income"
"71. Auburn Gresham","1970",68526.6,"Median Family Income"
"71. Auburn Gresham","1980",61059.194,"Median Family Income"
"71. Auburn Gresham","1990",58696.875,"Median Family Income"
"71. Auburn Gresham","2000",55312.01,"Median Family Income"
"71. Auburn Gresham","2010",44282.7525333708,"Median Family Income"
"71. Auburn Gresham","2008 - 2012",40622.5369751978,"Median Family Income"
"71. Auburn Gresham","2013 - 2017",41778.7893087733,"Median Family Income"
"72. Beverly","1970",99382.5,"Median Family Income"
"72. Beverly","1980",88494.344,"Median Family Income"
"72. Beverly","1990",103115.625,"Median Family Income"
"72. Beverly","2000",112767.058,"Median Family Income"
"72. Beverly","2010",115385.183428732,"Median Family Income"
"72. Beverly","2008 - 2012",115211.877340099,"Median Family Income"
"72. Beverly","2013 - 2017",123737.124430091,"Median Family Income"
"73. Washington Heights","1970",76262.66,"Median Family Income"
"73. Washington Heights","1980",69657.028,"Median Family Income"
"73. Washington Heights","1990",69720,"Median Family Income"
"73. Washington Heights","2000",67835.833,"Median Family Income"
"73. Washington Heights","2010",55536.84,"Median Family Income"
"73. Washington Heights","2008 - 2012",52710.1690934867,"Median Family Income"
"73. Washington Heights","2013 - 2017",54453.6722727974,"Median Family Income"
"74. Mount Greenwood","1970",82989.12,"Median Family Income"
"74. Mount Greenwood","1980",73737.356,"Median Family Income"
"74. Mount Greenwood","1990",87470.625,"Median Family Income"
"74. Mount Greenwood","2000",93622.016,"Median Family Income"
"74. Mount Greenwood","2010",103579.691,"Median Family Income"
"74. Mount Greenwood","2008 - 2012",107101.01278633,"Median Family Income"
"74. Mount Greenwood","2013 - 2017",110185.639265596,"Median Family Income"
"75. Morgan Park","1970",79632.2,"Median Family Income"
"75. Morgan Park","1980",70587.89,"Median Family Income"
"75. Morgan Park","1990",77266.875,"Median Family Income"
"75. Morgan Park","2000",86313.488,"Median Family Income"
"75. Morgan Park","2010",85565.624,"Median Family Income"
"75. Morgan Park","2008 - 2012",84073.7469890406,"Median Family Income"
"75. Morgan Park","2013 - 2017",80935.6675670461,"Median Family Income"
"76. O'Hare","1970",87608.04,"Median Family Income"
"76. O'Hare","1980",71057.782,"Median Family Income"
"76. O'Hare","1990",80765.625,"Median Family Income"
"76. O'Hare","2000",73024.091,"Median Family Income"
